"seq.date";"hour";"noon";"sunrise";"sunset";"azimuth";"zenith";"eqtime";"declin";"daylight";"PAR"
2002-01-01;0;12.3537526608194;5.66153120489954;19.0459741167393;186.992569315083;135.651512840488;-3.22515964916398;-23.0459104289803;13.3844429118397;0
2002-01-01;6;12.3557244366193;5.66412016292978;19.0473287103089;113.363474427767;86.5443603585485;-3.34346619716056;-23.0261343377884;13.3832085473791;5.76945473399418
2002-01-01;12;12.3576909796932;5.66671861601151;19.0486633433748;112.950907024658;5.36317592145281;-3.46145878158948;-23.0058794512926;13.3819447273633;479.242795386477
2002-01-01;18;12.3596521576726;5.66932639738977;19.0499779179555;250.002803936291;77.2472418474569;-3.579129460358;-22.9851463875759;13.3806515205657;73.6197560011292
2002-02-01;0;12.5252462350518;6.00587431701906;19.0446181530844;191.998335620584;140.971361325583;-13.5147741031052;-17.2564576313379;13.0387438360654;0
2002-02-01;6;12.5258375400731;6.00848777486601;19.0431873052802;108.836839093632;90.9458098418507;-13.5502524043856;-17.1858762763516;13.0346995304142;0
2002-02-01;12;12.5264145447018;6.01109418087728;19.0417349085262;63.8345507490734;8.41177000026711;-13.5848726821052;-17.1149793240605;13.0306407276489;475.849593278343
2002-02-01;18;12.5269772476714;6.01369346870601;19.0402610266368;256.548029671804;76.8329838248224;-13.6186348602839;-17.0437685305552;13.0265675579308;77.0830003962721
2002-03-01;0;12.508515024288;6.24745888481564;18.7695711637604;195.365079034465;150.243300740831;-12.5109014572826;-7.79779049630021;12.5221122789448;0
2002-03-01;6;12.5077156928748;6.24914961159653;18.7662817741532;99.9437669309858;94.2767859110047;-12.4629415724904;-7.7029974605783;12.5171321625566;0
2002-03-01;12;12.5069074440609;6.25083307367534;18.7629818144464;29.8562701525597;15.2750869390677;-12.4144466436513;-7.60808854031932;12.512148740771;462.783982155393
2002-03-01;18;12.5060903596564;6.25250931839326;18.7596714009195;265.628128198444;80.262703630261;-12.3654215793823;-7.51306545734317;12.5071620825262;48.8685230090858
2002-04-01;0;12.3682438374235;6.41945456396334;18.3170331108837;198.595009245124;162.482177974513;-4.09463024541098;4.32465709059759;11.8975785469204;0
2002-04-01;6;12.3670021558172;6.42069270240547;18.313311609229;87.8249637015942;96.714449529479;-4.02012934903347;4.42128588970855;11.8926189068235;0
2002-04-01;12;12.3657623202602;6.42193104376444;18.309593596756;12.5218299378637;26.0791398679118;-3.94573921561204;4.51783121779204;11.8876625529915;427.449098039222
2002-04-01;18;12.3645244124596;6.42316964491262;18.3058791800065;276.2771266313;86.5693497225559;-3.87146474757416;4.61429156209751;11.8827095350939;5.65681124871388
2002-05-01;0;12.2530931653898;6.58226403743571;17.9239222933439;211.265126674976;172.918502811942;2.8144100766132;14.9072969825162;11.3416582559081;0
2002-05-01;6;12.2525725327216;6.58381513486235;17.9213299305809;77.2281352057699;98.7568319562828;2.84564803670236;14.9833822477284;11.3375147957185;0
2002-05-01;12;12.2520611473248;6.58536991331229;17.9187523813372;6.18209403233095;36.2497704127665;2.8763311605144;15.0592096753357;11.3333824680249;378.746970877221
2002-05-01;18;12.2515590406829;6.58692836138364;17.9161897199822;285.466315502687;91.9632356193861;2.90645755902563;15.1347778897374;11.3292613585985;0
2002-06-01;0;12.2615255870706;6.79077158967278;17.7322795844684;285.697611651971;176.221453341769;2.30846477576503;21.9770190157018;10.9415079947956;0
2002-06-01;6;12.2621458532241;6.79241717980934;17.7318745266389;70.5228800281754;101.166978670809;2.27124880655168;22.011660967772;10.9394573468296;0
2002-06-01;12;12.2627730851981;6.79405842229619;17.7314877481001;5.33874576653358;43.2174359752046;2.23361488811151;22.0459035411459;10.9374293258039;337.571693514428
2002-06-01;18;12.2634072123397;6.79569520728132;17.731119217398;292.016330452975;94.3068841557949;2.19556725962087;22.0797459690159;10.9354240101167;0
2002-07-01;0;12.3613516818837;6.9254357400988;17.7972676236686;294.119131916074;174.539096060522;-3.68110091302353;23.1442192460823;10.8718318835698;0
2002-07-01;6;12.3621653069867;6.92576545314272;17.7985651608307;69.8738155488036;102.82911071002;-3.72991841920197;23.1281466821116;10.8727997076879;0
2002-07-01;12;12.3629746049473;6.92607827548791;17.7998709344067;7.16131229512052;44.4296241599519;-3.77847629683837;23.1116526940109;10.8737926589188;329.815660316666
2002-07-01;18;12.363779482192;6.92637413637751;17.8011848280064;293.468088589631;93.377153304803;-3.82676893151805;23.0947377232748;10.8748106916289;0
2002-08-01;0;12.4060435004266;6.82508692723992;17.9870000736132;244.680510259079;173.596271809108;-6.36261002559314;18.1557446686086;11.1619131463733;0
2002-08-01;6;12.4058103402341;6.82309818850888;17.9885224919593;74.9687538269812;101.852897755029;-6.34862041404423;18.0933653223156;11.1654243034504;0
2002-08-01;12;12.4055666253834;6.82109150766524;17.9900417431016;9.11896832238051;39.4833291852021;-6.33399752300556;18.0306783002965;11.1689502354364;360.379952160993
2002-08-01;18;12.4053123582521;6.81906693492549;17.9915577815787;288.913464191092;90.9451244464783;-6.31874149512556;17.9676848544107;11.1724908466532;0
2002-09-01;0;12.3042928619728;6.46283757414284;18.1457481498027;200.053641121554;166.730037758484;-0.257571718366441;8.48195326161683;11.6829105756599;0
2002-09-01;6;12.3029884658411;6.45918089081024;18.1467960408719;83.7415762979847;97.2086616887212;-0.179307950463421;8.39155122148935;11.6876151500616;0
2002-09-01;12;12.3016788268159;6.45551632381672;18.1478413298151;9.08385603520156;29.6364011365935;-0.1007296089544;8.30100901186544;11.6923250059984;412.042636013662
2002-09-01;18;12.3003640166759;6.4518439725701;18.1488840607817;279.277822445588;88.7733565105681;-0.021841000554164;8.21032803194395;11.6970400882116;0.0918603357560296
2002-10-01;0;12.1323458163812;5.99669244302992;18.2679991897325;184.870038322516;155.952444121963;10.059251017127;-2.96875641232386;12.2713067467026;0
2002-10-01;6;12.130984551248;5.99283430941063;18.2691347930853;93.566349763938;90.7331502103265;10.1409269251208;-3.06578478063874;12.2763004836747;0
2002-10-01;12;12.1296280232898;5.9889810998627;18.2702749467169;6.31548359164924;17.9373431691032;10.2223186026116;-3.16277935588651;12.2812938468542;455.724610545867
2002-10-01;18;12.1282763220094;5.98513292847875;18.27141971554;267.642907191131;87.0380247085809;10.3034206794384;-3.25973860537163;12.2862867870612;3.71864713656324
2002-11-01;0;12.0262587049788;5.59161432947488;18.4609030804826;180.661486024751;144.750286329353;16.4244777012748;-14.2475909746942;12.8692887510077;0
2002-11-01;6;12.0261163489494;5.58924180132674;18.4629908965721;103.545025761038;85.2675895856808;16.4330190630342;-14.3280918337328;12.8737490952454;12.533846277342
2002-11-01;12;12.0259880355864;5.58688808539408;18.4650879857788;3.28566385769182;6.60208418275207;16.4407178648151;-14.4083532209059;12.8781999003847;478.04415000374
2002-11-01;18;12.0258738063455;5.58455327699226;18.4671943356987;256.568415890486;84.5037591622756;16.4475716192709;-14.4883733763816;12.8826410587064;17.3136616566552
2002-12-01;0;12.1125725619546;5.46150796592563;18.7636371579837;182.311644379273;137.255507586279;11.2456462827215;-21.712687954769;13.302129192058;0
2002-12-01;6;12.1141126639651;5.46183700313321;18.766388324797;110.975850245576;83.8628417580216;11.1532401620951;-21.7523350659087;13.3045513216637;21.6260490174506
2002-12-01;12;12.1156639399599;5.46218968662441;18.7691381932954;116.419661288679;1.79887443573195;11.0601636024065;-21.7915491877889;13.306948506671;481.309128043837
2002-12-01;18;12.1172262952585;5.46256598242726;18.7718866080897;250.04133752407;80.8015185427995;10.9664222844899;-21.8303290859027;13.3093206256625;44.5739351998095
2003-01-01;0;12.3517994282026;5.6589719673787;19.0446268890266;186.950883109367;135.635569163844;-3.10796569215788;-23.065321907496;13.3856549216479;0
2003-01-01;6;12.3537762220539;5.66155166014149;19.0460007839663;113.372201760456;86.5120744244913;-3.2265733232332;-23.0460099360995;13.3844491238248;5.91629473583473
2003-01-01;12;12.355747912643;5.66414101070109;19.0473548145849;113.257739707939;5.34546941706638;-3.34487475857834;-23.0262185677691;13.3832138038838;479.258133346473
2003-01-01;18;12.3577143670326;5.66673985248178;19.0486888815833;249.974163742544;77.2664333700926;-3.46286202195318;-23.0059484058408;13.3819490291015;73.459569724021
2003-02-01;0;12.5246335473419;6.00329416688232;19.0459729278014;191.962601117792;140.905957856775;-13.4780128405118;-17.3250701730739;13.0426787609191;0
2003-02-01;6;12.525238802951;6.00591457466041;19.0445630312416;108.89732539197;90.911669222645;-13.5143281770601;-17.2547937833971;13.0386484565812;0
2003-02-01;12;12.5258297602941;6.00852799627145;19.0431315243167;64.2237201746237;8.37131987111843;-13.5497856176459;-17.1842000827989;13.0346035280453;475.904388356444
2003-02-01;18;12.5264064169949;6.01113436406014;19.0416784699297;256.47758665955;76.8189883089245;-13.5843850196939;-17.1132908246352;13.0305441058695;77.2001800592729
2003-03-01;0;12.5092641483345;6.24579240907449;18.7727358875946;195.340628290043;150.151522653139;-12.5558489000716;-7.88969795590513;12.5269434785201;0
2003-03-01;6;12.5084736049296;6.24749038864692;18.7694568212123;100.033598952908;94.2529323252205;-12.5084162957762;-7.79501516929028;12.5219664325654;0
2003-03-01;12;12.5076740649741;6.24918105799786;18.7661670719504;30.0594260263758;15.1991499530006;-12.4604438984478;-7.70021482228691;12.5169860139525;462.969182291641
2003-03-01;18;12.5068656099846;6.250864463953;18.7628667560161;265.544276016275;80.2201517802381;-12.4119365990742;-7.60529863869719;12.5120022920631;49.2098563967437
2003-04-01;0;12.3694402970744;6.41825436374856;18.3206262304003;198.559301128969;162.387685057632;-4.16641782446653;4.23125077076385;11.9023718666518;0
2003-04-01;6;12.3681969819533;6.41949253248629;18.3169014314203;87.9192340903586;96.6982365988563;-4.09181891719728;4.32796266195802;11.897408898934;0
2003-04-01;12;12.3669554338393;6.42073084902079;18.3131800186579;12.6048967604044;25.9914902241207;-4.01732603036071;4.4245925426724;11.8924491696371;427.805807704501
2003-04-01;18;12.3657157346414;6.4219693704902;18.3094620987926;276.19675583551;86.5187658093278;-3.94294407848323;4.52113889899168;11.8874927283024;5.88574137635437
2003-05-01;0;12.2536106285271;6.58078695733374;17.9264342997205;211.02195693236;172.851256007;2.78336228837152;14.8339959927756;11.3456473423868;0
2003-05-01;6;12.253081205219;6.58233468938404;17.9238277210539;77.3002882534895;98.7393662853995;2.81512768686032;14.9103319752371;11.3414930316699;0
